date,close,volume,open,high,low
2016-10-20,12.335,144776300,12.197,12.375,12.106
2016-10-21,12.75,188111900,12.25,12.785,12.231
2016-10-24,12.733,159629600,12.742,12.929,12.615
2016-10-25,12.651,82292100,12.652,12.806,12.575
2016-10-26,12.697,85972710,12.629,12.872,12.575
2016-10-27,12.647,68998850,12.743,12.818,12.593
2016-10-28,12.657,70638920,12.608,12.893,12.6012
2016-10-31,12.487,65054840,12.685,12.69,12.44
2016-11-01,12.33,69679600,12.498,12.583,12.18
2016-11-02,12.234,47818160,12.283,12.407,12.183
2016-11-03,12.214,50398670,12.231,12.372,12.184
2016-11-04,12.203,48261460,12.2,12.343,12.162
2016-11-07,12.458,58229730,12.426,12.575,12.337
2016-11-08,12.434,46744240,12.412,12.581,12.322
2016-11-09,12.219,77049050,12.184,12.365,12.0861
2016-11-10,11.542,196933200,12.276,12.297,11.37
2016-11-11,11.478,110762900,11.49,11.663,11.311
2016-11-14,11.338,99284720,11.475,11.59,11.068
2016-11-15,11.359,74359340,11.455,11.641,11.3091
2016-11-16,11.519,59281870,11.296,11.612,11.181
2016-11-17,11.503,62273320,11.513,11.681,11.356
2016-11-18,11.521,67424710,11.573,11.642,11.351
2016-11-21,11.796,70547530,11.62,11.872,11.619
2016-11-22,11.804,70059270,11.832,11.946,11.698
2016-11-23,11.769,45186100,11.776,11.889,11.731
2016-11-25,11.741,16162600,11.764,11.839,11.718
2016-11-28,11.693,52673210,11.705,11.762,11.571
2016-11-29,11.751,70813120,11.73,11.918,11.7132
2016-11-30,11.7,76922930,11.9,12.037,11.6391
2016-12-01,11.722,86329910,11.752,11.868,11.395
2016-12-02,12.081,89371340,11.675,12.098,11.675
2016-12-05,11.916,76205600,12.073,12.075,11.84
2016-12-06,12.457,114983800,12.01,12.479,11.942
2016-12-07,12.539,81885700,12.448,12.575,12.325
2016-12-08,12.324,89850300,12.54,12.635,12.216
2016-12-09,12.288,46975220,12.378,12.43,12.173
2016-12-12,12.283,39115110,12.284,12.403,12.23
2016-12-13,12.378,55282300,12.351,12.509,12.2781
2016-12-14,12.344,61056200,12.343,12.44,12.25
2016-12-15,12.5,73741660,12.344,12.743,12.295
2016-12-16,12.422,78641620,12.639,12.668,12.401
2016-12-19,12.545,48637480,12.43,12.644,12.287
2016-12-20,12.512,39331710,12.546,12.63,12.464
2016-12-21,12.65,64990330,12.553,12.7737,12.5
2016-12-22,12.558,41607670,12.684,12.75,12.518
2016-12-23,12.559,20101210,12.561,12.628,12.508
2016-12-27,12.835,52806240,12.624,12.905,12.57
2016-12-28,12.589,43685230,12.907,12.907,12.576
2016-12-29,12.533,34440660,12.595,12.614,12.42
2016-12-30,12.38,44527710,12.624,12.657,12.36
2017-01-03,12.749,94277060,12.496,12.819,12.431
2017-01-04,12.941,78333400,12.749,13.017,12.655
2017-01-05,13.181,96533790,12.922,13.275,12.89
2017-01-06,13.107,106519300,13.208,13.388,12.981
2017-01-09,13.095,57672170,13.148,13.199,12.989
2017-01-10,12.989,59824690,13.127,13.222,12.929
2017-01-11,13.05,56109630,13.091,13.15,12.9248
2017-01-12,12.918,53838390,13.063,13.085,12.85
2017-01-13,13.37,104931200,13.115,13.393,13.058
2017-01-17,13.289,121935300,13.504,13.54,13.209
2017-01-18,13.326,157483000,13.321,13.365,13.106
2017-01-19,13.841,231818600,14.201,14.346,13.825
2017-01-20,13.86,94746550,13.936,14.079,13.766
2017-01-23,13.739,74287550,13.865,13.949,13.731
2017-01-24,14.011,77466400,13.811,14.093,13.703
2017-01-25,13.952,76075490,14.08,14.139,13.905
2017-01-26,13.896,60345540,14.045,14.121,13.851
2017-01-27,14.245,83069350,13.946,14.249,13.9
2017-01-30,14.122,81158840,14.177,14.1967,13.88
2017-01-31,14.071,44045570,14.055,14.183,13.97
2017-02-01,14.078,60193000,14.12,14.241,13.93
2017-02-02,13.92,34578030,14.061,14.104,13.905
2017-02-03,14.025,35097640,13.951,14.064,13.91
2017-02-06,14.097,35432040,14.0,14.1,13.916
2017-02-07,14.4,85338460,14.149,14.428,14.105
2017-02-08,14.474,68809370,14.357,14.507,14.256
2017-02-09,14.414,45497600,14.498,14.509,14.358
2017-02-10,14.482,55296720,14.468,14.5299,14.397
2017-02-13,14.32,47873380,14.519,14.595,14.305
2017-02-14,14.082,83641460,14.32,14.411,14.005
2017-02-15,14.227,52898760,14.072,14.243,14.051
2017-02-16,14.201,28439420,14.242,14.244,14.107
2017-02-17,14.222,45854960,14.175,14.29,14.127
2017-02-21,14.26,35632090,14.299,14.338,14.181
2017-02-22,14.386,34787360,14.292,14.4,14.217
2017-02-23,14.278,46655640,14.445,14.449,14.152
2017-02-24,14.325,32996190,14.188,14.356,14.155
2017-02-27,14.341,39058190,14.312,14.392,14.238
2017-02-28,14.213,38600160,14.33,14.357,14.185
2017-03-01,14.265,41679690,14.284,14.326,14.21
2017-03-02,13.953,61145800,14.215,14.27,13.909
2017-03-03,13.914,54006670,13.969,14.091,13.826
2017-03-06,14.194,71112480,14.1,14.284,14.054
2017-03-07,14.143,42394180,14.199,14.24,14.038
2017-03-08,14.032,40889400,14.147,14.206,13.977
2017-03-09,14.053,26473740,14.004,14.124,13.974
2017-03-10,14.089,33159030,14.139,14.18,14.028
2017-03-13,14.352,49150570,14.09,14.371,14.0321
2017-03-14,14.319,46567870,14.295,14.331,14.17
2017-03-15,14.525,59841010,14.42,14.552,14.323
2017-03-16,14.439,52772140,14.55,14.65,14.422
2017-03-17,14.511,62166400,14.405,14.576,14.34
2017-03-20,14.583,33963610,14.545,14.625,14.458
2017-03-21,14.242,76553860,14.675,14.77,14.21
2017-03-22,14.265,64740860,14.2545,14.38,14.076
2017-03-23,14.184,37031930,14.214,14.289,14.126
2017-03-24,14.202,35458750,14.236,14.28,14.158
2017-03-27,14.406,47681970,14.083,14.439,14.0
2017-03-28,14.517,46363000,14.41,14.611,14.392
2017-03-29,14.647,38479770,14.55,14.718,14.4909
2017-03-30,14.806,44521680,14.681,14.829,14.653
2017-03-31,14.781,38806820,14.8,14.8225,14.733
2017-04-03,14.692,46047310,14.67,14.8005,14.574
2017-04-04,14.55,43452840,14.684,14.709,14.489
2017-04-05,14.362,45845780,14.619,14.625,14.326
2017-04-06,14.374,33060320,14.4,14.414,14.301
2017-04-07,14.311,30325710,14.379,14.389,14.271
2017-04-10,14.385,57964460,14.304,14.465,14.121
2017-04-11,14.435,46192630,14.428,14.454,14.198
2017-04-12,14.383,43835240,14.485,14.574,14.355
2017-04-13,14.292,36761270,14.425,14.455,14.276
2017-04-17,14.725,159934600,14.443,14.732,14.443
2017-04-18,14.336,196626400,14.734,14.74,14.0
2017-04-19,13.976,123874000,14.337,14.4,13.866
2017-04-20,14.118,72445790,14.03,14.18,13.927
2017-04-21,14.287,62466130,14.139,14.303,14.0903
2017-04-24,14.383,47929320,14.361,14.45,14.34
2017-04-25,15.216,206551200,14.746,15.352,14.622
2017-04-26,15.017,92628660,15.153,15.215,14.89
2017-04-27,15.308,77060600,15.06,15.349,14.93
2017-04-28,15.22,63593270,15.271,15.297,15.094
2017-05-01,15.535,90150420,15.191,15.77,15.161
2017-05-02,15.645,50952950,15.576,15.65,15.461
2017-05-03,15.559,39265160,15.629,15.654,15.488
2017-05-04,15.725,55568210,15.559,15.79,15.455
2017-05-05,15.66,53234380,15.855,15.859,15.59
2017-05-08,15.638,48156980,15.655,15.764,15.53
2017-05-09,15.746,39085710,15.61,15.785,15.597
2017-05-10,16.028,68615010,15.782,16.11,15.656
2017-05-11,15.854,56741440,16.033,16.052,15.755
2017-05-12,16.081,50901910,15.911,16.084,15.851
2017-05-15,16.002,49625250,16.025,16.178,15.976
2017-05-16,15.941,34530540,16.05,16.118,15.933
2017-05-17,15.32,81636060,15.809,15.878,15.3
2017-05-18,15.57,62853530,15.361,15.689,15.324
2017-05-19,15.702,40662310,15.615,15.805,15.591
2017-05-22,15.716,37366700,15.786,15.86,15.643
2017-05-23,15.795,33660490,15.775,15.831,15.68
2017-05-24,15.775,29875830,15.835,15.848,15.717
2017-05-25,16.305,85465340,16.1,16.41,16.055
2017-05-26,16.243,48270590,16.284,16.305,16.112
2017-05-30,16.322,48245570,16.36,16.475,16.271
2017-05-31,16.307,53404870,16.361,16.4,16.074
2017-06-01,16.299,38867720,16.352,16.3932,16.17
2017-06-02,16.518,42540600,16.342,16.536,16.28
2017-06-05,16.506,38691080,16.549,16.55,16.343
2017-06-06,16.517,43728860,16.495,16.682,16.451
2017-06-07,16.561,33503860,16.56,16.64,16.4409
2017-06-08,16.588,37027470,16.612,16.687,16.484
2017-06-09,15.803,102847400,16.627,16.627,15.45
2017-06-12,15.144,140937500,15.53,15.553,14.831
2017-06-13,15.272,84754330,15.438,15.568,15.013
2017-06-14,15.22,64527650,15.434,15.5615,15.028
2017-06-15,15.176,70010460,14.944,15.256,14.73
2017-06-16,15.238,68072270,15.145,15.353,15.039
2017-06-19,15.34,65235510,15.429,15.558,15.241
2017-06-20,15.205,48766830,15.368,15.45,15.14
2017-06-21,15.503,57951320,15.25,15.538,15.226
2017-06-22,15.489,37655170,15.513,15.52,15.37
2017-06-23,15.802,62480420,15.501,15.819,15.376
2017-06-26,15.75,60087320,15.878,15.997,15.656
2017-06-27,15.103,74181090,15.662,15.6977,15.072
2017-06-28,15.341,55853460,15.164,15.42,15.012
2017-06-29,15.009,71402470,15.282,15.282,14.8
2017-06-30,14.941,52103810,14.976,15.071,14.842
2017-07-03,14.617,39082150,14.98,15.045,14.58
2017-07-05,14.761,46217120,14.658,14.826,14.558
